timestamp target_q_0 target_q_1 target_q_2 target_q_3 target_q_4 target_q_5 target_qd_0 target_qd_1 target_qd_2 target_qd_3 target_qd_4 target_qd_5 target_qdd_0 target_qdd_1 target_qdd_2 target_qdd_3 target_qdd_4 target_qdd_5 target_current_0 target_current_1 target_current_2 target_current_3 target_current_4 target_current_5 target_moment_0 target_moment_1 target_moment_2 target_moment_3 target_moment_4 target_moment_5 actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_qd_0 actual_qd_1 actual_qd_2 actual_qd_3 actual_qd_4 actual_qd_5 actual_current_0 actual_current_1 actual_current_2 actual_current_3 actual_current_4 actual_current_5 joint_control_output_0 joint_control_output_1 joint_control_output_2 joint_control_output_3 joint_control_output_4 joint_control_output_5 actual_TCP_pose_0 actual_TCP_pose_1 actual_TCP_pose_2 actual_TCP_pose_3 actual_TCP_pose_4 actual_TCP_pose_5 actual_TCP_speed_0 actual_TCP_speed_1 actual_TCP_speed_2 actual_TCP_speed_3 actual_TCP_speed_4 actual_TCP_speed_5 actual_TCP_force_0 actual_TCP_force_1 actual_TCP_force_2 actual_TCP_force_3 actual_TCP_force_4 actual_TCP_force_5 target_TCP_pose_0 target_TCP_pose_1 target_TCP_pose_2 target_TCP_pose_3 target_TCP_pose_4 target_TCP_pose_5 target_TCP_speed_0 target_TCP_speed_1 target_TCP_speed_2 target_TCP_speed_3 target_TCP_speed_4 target_TCP_speed_5 actual_digital_input_bits joint_temperatures_0 joint_temperatures_1 joint_temperatures_2 joint_temperatures_3 joint_temperatures_4 joint_temperatures_5 actual_execution_time robot_mode joint_mode_0 joint_mode_1 joint_mode_2 joint_mode_3 joint_mode_4 joint_mode_5 safety_status actual_tool_accelerometer_0 actual_tool_accelerometer_1 actual_tool_accelerometer_2 speed_scaling target_speed_fraction actual_momentum actual_main_voltage actual_robot_voltage actual_robot_current actual_joint_voltage_0 actual_joint_voltage_1 actual_joint_voltage_2 actual_joint_voltage_3 actual_joint_voltage_4 actual_joint_voltage_5 actual_digital_output_bits runtime_state joint_position_deviation_ratio output_double_register_0 output_double_register_1 output_double_register_2 output_double_register_3 output_double_register_4 output_double_register_5 output_double_register_6 output_double_register_7 output_double_register_8 output_double_register_9 output_double_register_10 output_double_register_11 output_double_register_12 output_double_register_13 output_double_register_14 output_double_register_15 output_double_register_16 output_double_register_17 output_double_register_18 output_double_register_19 output_double_register_20 output_double_register_21 output_double_register_22 output_double_register_23 output_double_register_24 output_double_register_25 output_double_register_26 output_double_register_27 output_double_register_28 output_double_register_29 output_double_register_30 output_double_register_31 output_double_register_32 output_double_register_33 output_double_register_34 output_double_register_35 output_double_register_36 output_double_register_37 output_double_register_38 output_double_register_39 output_double_register_40 output_double_register_41 output_double_register_42 output_double_register_43 output_double_register_44 output_double_register_45 output_double_register_46 output_double_register_47 input_double_register_0 input_double_register_1
159889.71899999998 1.2445032596588135 -1.395912231211998 1.7597530523883265 -1.977302690545553 -1.5630148092852991 2.7316701412200928 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.3982794591110384e-17 -2.4406511783599854 -1.777547001838684 -0.2558251619338989 0.0006352891214191914 0.0 4.81361255222014e-16 -26.562311620215237 -19.329860615984664 -1.9002645363189878 0.00476187705114363 0.0 1.244499683380127 -1.3959157031825562 1.7597530523883265 -1.9773041210570277 -1.5630067030536097 2.731677293777466 0.0 0.0 -0.0 -0.0 0.0 0.0 0.09178242832422256 -2.3224563598632812 -1.7902427911758423 -0.3187049329280853 -0.04338659346103668 -0.06784732639789581 4.3982794591110384e-17 -2.4406511783599854 -1.777547001838684 -0.2558251619338989 0.0006352891214191914 0.0 -0.0461990103684372 -0.5604510140996966 0.296188297371983 3.0973835293578453 0.1375295436953532 -0.015864132073875353 0.0 -0.0 0.0 0.0 0.0 0.0 0.102629786275821 0.2355249925971735 -1.546620001360402 -0.011077718712083916 0.0010974932826231223 -0.010666880973278912 -0.04619823473396135 -0.5604510399367445 0.2961862445414901 3.097390237530899 0.13754620449487018 -0.015873274244459668 0.0 0.0 0.0 0.0 0.0 0.0 0 30.75 31.25 31.0 35.0 37.75 38.75 0.417768 7 253 253 253 253 253 253 1 0.0 0.5937620401382446 -9.442731857299805 0.0 1.0 0.0 47.783607482910156 47.78898239135742 0.5684493780136108 47.455936431884766 47.41293716430664 47.369937896728516 47.427268981933594 47.455936431884766 47.369937896728516 0 1 9.218851725260417e-05 0.0 0.0 0.0 0.0 0.0 0.0 -0.04619823473396135 -0.5604510399367445 0.2961862445414901 3.097390237530899 0.13754620449487018 -0.015873274244459668 0.0 0.0 -0.07442749226232014 0.0 0.0 0.0 -2.612650439751382 1.933013270792403 1.3478222265926671 0.5737198997513281 -0.46565747367038285 0.870489665112924 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 1.2445032596588135 -1.395912231211998 1.7597530523883265 -1.977302690545553 -1.5630148092852991 2.7316701412200928 -0.0304916193984104 -0.003954693827091571 0.025158270053566606 0.04146648274460962 0.015732702673693668 0.08704896651129253 0.0 0.0
159889.72699999998 1.2445032596588135 -1.395912231211998 1.7597530523883265 -1.977302690545553 -1.5630148092852991 2.7316701412200928 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -2.7845768080899245e-17 -2.4406518936157227 -1.777547836303711 -0.2558229863643646 0.0006327297887764871 0.0 -3.0475266308518647e-16 -26.56232077862548 -19.329869774394908 -1.900248376343864 0.004742693082723071 0.0 1.2445429563522339 -1.3959311705878754 1.7597644964801233 -1.9772922001280726 -1.5630224386798304 2.7316582202911377 0.0 0.0 -0.0 -0.0 0.0 0.0 0.09144967049360275 -2.294576644897461 -1.7577728033065796 -0.3196762502193451 -0.03359471261501312 -0.06097641959786415 -2.7845768080899245e-17 -2.4406518936157227 -1.777547836303711 -0.2558229863643646 0.0006327297887764871 0.0 -0.04617476472460133 -0.5604455709037844 0.2961900627302252 3.0973920592716375 0.13762601076617997 -0.01588189675729047 0.0 -0.0 0.0 0.0 0.0 0.0 -0.1784830352293597 -0.024454456214603515 -1.4810651611665369 -0.006246740453889017 -0.003876274674948829 -0.012349457211910336 -0.04619823473396135 -0.5604510399367445 0.2961862445414901 3.097390237530899 0.13754620449487018 -0.015873274244459668 0.0 0.0 0.0 0.0 0.0 0.0 0 30.75 31.25 31.0 35.0 37.75 38.75 0.426643 7 253 253 253 253 253 253 1 0.019153613597154617 0.727837324142456 -9.442731857299805 0.0 1.0 0.0 47.785400390625 47.78898239135742 0.6624449491500854 47.48460006713867 47.47026824951172 47.44160461425781 47.39860534667969 47.427268981933594 47.427268981933594 0 1 7.152557373046875e-05 0.0 0.0 0.0 0.0 0.0 0.0 -0.04619823473396135 -0.5604510399367445 0.2961862445414901 3.097390237530899 0.13754620449487018 -0.015873274244459668 0.0 0.0 -0.07442749226232014 0.0 0.0 0.0 -2.612650439751382 1.933013270792403 1.3478222265926671 0.5737198997513281 -0.46565747367038285 0.870489665112924 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 1.2445032596588135 -1.395912231211998 1.7597530523883265 -1.977302690545553 -1.5630148092852991 2.7316701412200928 -0.0304916193984104 -0.003954693827091571 0.025158270053566606 0.04146648274460962 0.015732702673693668 0.08704896651129253 0.0 0.0
159889.735 1.2445032596588135 -1.395912231211998 1.7597530523883265 -1.977302690545553 -1.5630148092852991 2.7316701412200928 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.3002040939956603e-17 -2.440711736679077 -1.7775354385375977 -0.2558218538761139 0.0006327302544377744 0.0 -1.4229832981384881e-16 -26.562971129613047 -19.329733882267703 -1.9002399688196119 0.004742696294779134 0.0 1.2444961071014404 -1.3959036630443116 1.7597530523883265 -1.9772922001280726 -1.5630148092852991 2.7316737174987793 0.0 0.0 -0.0 -0.0 0.0 0.0 0.09107575565576553 -2.3094091415405273 -1.800000786781311 -0.31098473072052 -0.02456849068403244 -0.06757955253124237 -1.3002040939956603e-17 -2.440711736679077 -1.7775354385375977 -0.2558218538761139 0.0006327302544377744 0.0 -0.046202119436121465 -0.5604503497453971 0.29618045841997126 3.097408812634488 0.1375302920010216 -0.01586283437937287 0.0 0.0 0.0 0.0 0.0 0.0 -0.5686154805929349 0.20437429919615974 -1.6214114321670186 -0.01173169885261216 -0.01157356882277531 -0.012490800932235218 -0.04619823473396135 -0.5604510399367445 0.2961862445414901 3.097390237530899 0.13754620449487018 -0.015873274244459668 0.0 0.0 0.0 0.0 0.0 0.0 0 30.75 31.25 31.0 35.0 37.75 38.75 0.420792 7 253 253 253 253 253 253 1 -0.019153613597154617 0.6703764796257019 -9.385271072387695 0.0 1.0 0.0 47.8176383972168 47.814056396484375 0.6020192503929138 47.513267517089844 47.47026824951172 47.455936431884766 47.427268981933594 47.48460006713867 47.427268981933594 0 1 0.00026226043701171875 0.0 0.0 0.0 0.0 0.0 0.0 -0.04619823473396135 -0.5604510399367445 0.2961862445414901 3.097390237530899 0.13754620449487018 -0.015873274244459668 0.0 0.0 -0.07442749226232014 0.0 0.0 0.0 -2.612650439751382 1.933013270792403 1.3478222265926671 0.5737198997513281 -0.46565747367038285 0.870489665112924 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 1.2445032596588135 -1.395912231211998 1.7597530523883265 -1.977302690545553 -1.5630148092852991 2.7316701412200928 -0.0304916193984104 -0.003954693827091571 0.025158270053566606 0.04146648274460962 0.015732702673693668 0.08704896651129253 0.0 0.0
159889.743 1.2445032596588135 -1.395912231211998 1.7597530523883265 -1.977302690545553 -1.5630148092852991 2.7316701412200928 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -2.954476066313621e-17 -2.4406375885009766 -1.7775647640228271 -0.2558250427246094 0.0006340091349557042 0.0 -3.233469751887742e-16 -26.562164793824774 -19.330054150125456 -1.900263639677611 0.004752282322268678 0.0 1.2444806098937988 -1.3959311854890366 1.7597644964801233 -1.9772922001280726 -1.5630186239825647 2.7316701412200928 0.0 0.0 -0.0 -0.0 0.0 0.0 0.11944364756345749 -2.316995143890381 -1.775704026222229 -0.3166392743587494 -0.027788866311311722 -0.08343733847141266 -2.954476066313621e-17 -2.4406375885009766 -1.7775647640228271 -0.2558250427246094 0.0006340091349557042 0.0 -0.04620916468972285 -0.5604428690609746 0.29619007385890705 3.0973960639501774 0.1375110721785767 -0.015877983565112413 0.0 0.0 0.0 0.0 0.0 0.0 -0.33203105275727285 0.25733808214027437 -1.514631112377957 -0.011055352789827501 -0.009165045850740445 -0.007091651654516945 -0.04619823473396135 -0.5604510399367445 0.2961862445414901 3.097390237530899 0.13754620449487018 -0.015873274244459668 0.0 0.0 0.0 0.0 0.0 0.0 0 30.75 31.25 31.0 35.0 37.75 38.75 0.419311 7 253 253 253 253 253 253 1 -0.13407528400421143 0.727837324142456 -9.423578262329102 0.0 1.0 0.0 47.77196502685547 47.77465057373047 0.6109711527824402 47.47026824951172 47.41293716430664 47.427268981933594 47.427268981933594 47.44160461425781 47.38426971435547 0 1 0.00011786818504333496 0.0 0.0 0.0 0.0 0.0 0.0 -0.04619823473396135 -0.5604510399367445 0.2961862445414901 3.097390237530899 0.13754620449487018 -0.015873274244459668 0.0 0.0 -0.07442749226232014 0.0 0.0 0.0 -2.612650439751382 1.933013270792403 1.3478222265926671 0.5737198997513281 -0.46565747367038285 0.870489665112924 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 1.2445032596588135 -1.395912231211998 1.7597530523883265 -1.977302690545553 -1.5630148092852991 2.7316701412200928 -0.0304916193984104 -0.003954693827091571 0.025158270053566606 0.04146648274460962 0.015732702673693668 0.08704896651129253 0.0 0.0
159889.751 1.2445032596588135 -1.395912231211998 1.7597530523883265 -1.977302690545553 -1.5630148092852991 2.7316701412200928 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.4115957094406237e-18 -2.4406020641326904 -1.777556300163269 -0.25582489371299744 0.0006330393371172249 0.0 -1.544893879920074e-17 -26.561778724849233 -19.329961474768982 -1.9002626396369395 0.004745013709273889 0.0 1.2444614171981812 -1.395912156706192 1.7597358862506312 -1.9772831402220667 -1.563002888356344 2.7316582202911377 0.0 0.0 -0.0 -0.0 0.0 0.0 0.06557058542966843 -2.3505754470825195 -1.8124386072158813 -0.3124966025352478 -0.04022902995347977 -0.06988276541233063 -1.4115957094406237e-18 -2.4406020641326904 -1.777556300163269 -0.25582489371299744 0.0006330393371172249 0.0 -0.046220659755320775 -0.560451625875232 0.29619225363238544 3.097390682790104 0.13750009728473492 -0.015856371889550885 0.0 -0.0 0.0 0.0 0.0 0.0 -0.4632082611456948 0.06294075927669737 -1.4424881906419451 -0.007550980742615316 -0.00861546131934213 -0.012597982171227352 -0.04619823473396135 -0.5604510399367445 0.2961862445414901 3.097390237530899 0.13754620449487018 -0.015873274244459668 0.0 0.0 0.0 0.0 0.0 0.0 0 30.75 31.25 31.0 35.0 37.75 38.75 0.413944 7 253 253 253 253 253 253 1 0.019153613597154617 0.689530074596405 -9.385271072387695 0.0 1.0 0.0 47.77912902832031 47.780921936035156 0.5236895680427551 47.455936431884766 47.39860534667969 47.41293716430664 47.427268981933594 47.455936431884766 47.369937896728516 0 1 0.0001895427703857422 0.0 0.0 0.0 0.0 0.0 0.0 -0.04619823473396135 -0.5604510399367445 0.2961862445414901 3.097390237530899 0.13754620449487018 -0.015873274244459668 0.0 0.0 -0.07442749226232014 0.0 0.0 0.0 -2.612650439751382 1.933013270792403 1.3478222265926671 0.5737198997513281 -0.46565747367038285 0.870489665112924 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 1.2445032596588135 -1.395912231211998 1.7597530523883265 -1.977302690545553 -1.5630148092852991 2.7316701412200928 -0.0304916193984104 -0.003954693827091571 0.025158270053566606 0.04146648274460962 0.015732702673693668 0.08704896651129253 0.0 0.0
159889.759 1.2445032596588135 -1.395912231211998 1.7597530523883265 -1.977302690545553 -1.5630148092852991 2.7316701412200928 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -3.062290125609293e-17 -2.4406988620758057 -1.7775359153747559 -0.25582292675971985 0.0006327297887764871 0.0 -3.351464411018665e-16 -26.562831616793837 -19.329740150553747 -1.900247918481626 0.0047426932576827 0.0 1.244492530822754 -1.3959276241115113 1.759756867085592 -1.977307458917135 -1.5630224386798304 2.731677293777466 0.0 0.0 -0.0 -0.0 0.0 0.0 0.14383313059806824 -2.3415284156799316 -1.758447527885437 -0.32162174582481384 -0.03546711057424545 -0.07182227820158005 -3.062290125609293e-17 -2.4406988620758057 -1.7775359153747559 -0.25582292675971985 0.0006327297887764871 0.0 -0.046204562666235856 -0.5604478582126524 0.2961933434164096 3.0973788926534174 0.1375177294298257 -0.01589354293017183 0.0 0.0 0.0 0.0 0.0 0.0 0.35147051080702446 0.5706446779313938 -1.4533643924568196 -0.020550131385552436 0.006890929649082287 -0.016015607013140407 -0.04619823473396135 -0.5604510399367445 0.2961862445414901 3.097390237530899 0.13754620449487018 -0.015873274244459668 0.0 0.0 0.0 0.0 0.0 0.0 0 30.75 31.25 31.0 35.0 37.75 38.75 0.41357 7 253 253 253 253 253 253 1 -0.13407529890537262 0.6320692300796509 -9.385271072387695 0.0 1.0 0.0 47.80420684814453 47.79703903198242 0.6893008351325989 47.47026824951172 47.41293716430664 47.41293716430664 47.44160461425781 47.498931884765625 47.41293716430664 0 1 0.00012174248695373535 0.0 0.0 0.0 0.0 0.0 0.0 -0.04619823473396135 -0.5604510399367445 0.2961862445414901 3.097390237530899 0.13754620449487018 -0.015873274244459668 0.0 0.0 -0.07442749226232014 0.0 0.0 0.0 -2.612650439751382 1.933013270792403 1.3478222265926671 0.5737198997513281 -0.46565747367038285 0.870489665112924 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 1.2445032596588135 -1.395912231211998 1.7597530523883265 -1.977302690545553 -1.5630148092852991 2.7316701412200928 -0.0304916193984104 -0.003954693827091571 0.025158270053566606 0.04146648274460962 0.015732702673693668 0.08704896651129253 0.0 0.0
159889.767 1.2445032596588135 -1.395912231211998 1.7597530523883265 -1.977302690545553 -1.5630148092852991 2.7316701412200928 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.291536880906345e-17 -2.4406423568725586 -1.7775382995605469 -0.25582218170166016 0.0006311784964054823 0.0 -7.980082328852312e-16 -26.562216609482196 -19.329765605251623 -1.9002423173567056 0.004731064982942824 0.0 1.2445043325424194 -1.3959121418050309 1.7597530523883265 -1.9772993526854457 -1.5630224386798304 2.7316737174987793 0.0 0.0 -0.0 -0.0 0.0 0.0 0.05116408318281174 -2.3420403003692627 -1.7778034210205078 -0.3158833086490631 -0.03260184824466705 -0.0665147453546524 -7.291536880906345e-17 -2.4406423568725586 -1.7775382995605469 -0.25582218170166016 0.0006311784964054823 0.0 -0.04619856670851565 -0.5604502808089884 0.29618583684720867 3.0973962729364968 0.13754230467328957 -0.015882295879708387 0.0 0.0 0.0 0.0 0.0 0.0 -0.021471168446481885 0.21263359573305918 -1.541678979335678 -0.013603936319992148 0.0011981873304927088 -0.016387687269929462 -0.04619823473396135 -0.5604510399367445 0.2961862445414901 3.097390237530899 0.13754620449487018 -0.015873274244459668 0.0 0.0 0.0 0.0 0.0 0.0 0 30.75 31.25 31.0 35.0 37.75 38.75 0.418224 7 253 253 253 253 253 253 1 0.019153613597154617 0.6512228846549988 -9.481039047241211 0.0 1.0 0.0 47.783607482910156 47.77465057373047 0.5729253888130188 47.455936431884766 47.39860534667969 47.41293716430664 47.455936431884766 47.47026824951172 47.369937896728516 0 1 0.00010728836059570312 0.0 0.0 0.0 0.0 0.0 0.0 -0.04619823473396135 -0.5604510399367445 0.2961862445414901 3.097390237530899 0.13754620449487018 -0.015873274244459668 0.0 0.0 -0.07442749226232014 0.0 0.0 0.0 -2.612650439751382 1.933013270792403 1.3478222265926671 0.5737198997513281 -0.46565747367038285 0.870489665112924 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 1.2445032596588135 -1.395912231211998 1.7597530523883265 -1.977302690545553 -1.5630148092852991 2.7316701412200928 -0.0304916193984104 -0.003954693827091571 0.025158270053566606 0.04146648274460962 0.015732702673693668 0.08704896651129253 0.0 0.0
159889.775 1.2445032596588135 -1.395912231211998 1.7597530523883265 -1.977302690545553 -1.5630148092852991 2.7316701412200928 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.3138370231072693e-18 -2.440626382827759 -1.7775671482086182 -0.25582531094551086 0.0006340090185403824 0.0 1.437903609796444e-17 -26.56204302424183 -19.330079992254518 -1.9002655498552634 0.004752281590255645 0.0 1.2444651126861572 -1.3959311705878754 1.7597325483905237 -1.97729553798818 -1.5630186239825647 2.731661796569824 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0712076798081398 -2.3042211532592773 -1.8044029474258423 -0.3193175494670868 -0.04051131755113602 -0.07103318721055984 1.3138370231072693e-18 -2.440626382827759 -1.7775671482086182 -0.25582531094551086 0.0006340090185403824 0.0 -0.04622090055371525 -0.5604512549281092 0.2962055074701276 3.0973636821451955 0.13749867625083034 -0.015898216591506174 0.0 -0.0 0.0 0.0 0.0 0.0 -0.2958395013051381 0.18808819265639448 -1.5341692864122058 -0.012127395175438942 -0.005070375735063883 -0.018308184647580238 -0.04619823473396135 -0.5604510399367445 0.2961862445414901 3.097390237530899 0.13754620449487018 -0.015873274244459668 0.0 0.0 0.0 0.0 0.0 0.0 0 30.75 31.25 31.0 35.0 37.75 38.75 0.423456 7 253 253 253 253 253 253 1 -0.05746084079146385 0.6703764796257019 -9.423578262329102 0.0 1.0 0.0 47.77196502685547 47.7585334777832 0.5684493780136108 47.427268981933594 47.38426971435547 47.39860534667969 47.427268981933594 47.44160461425781 47.35560607910156 0 1 0.0001539289951324463 0.0 0.0 0.0 0.0 0.0 0.0 -0.04619823473396135 -0.5604510399367445 0.2961862445414901 3.097390237530899 0.13754620449487018 -0.015873274244459668 0.0 0.0 -0.07442749226232014 0.0 0.0 0.0 -2.612650439751382 1.933013270792403 1.3478222265926671 0.5737198997513281 -0.46565747367038285 0.870489665112924 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 1.2445032596588135 -1.395912231211998 1.7597530523883265 -1.977302690545553 -1.5630148092852991 2.7316701412200928 -0.0304916193984104 -0.003954693827091571 0.025158270053566606 0.04146648274460962 0.015732702673693668 0.08704896651129253 0.0 0.0
159889.783 1.2445032596588135 -1.395912231211998 1.7597530523883265 -1.977302690545553 -1.5630148092852991 2.7316701412200928 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.1510187617992716e-17 -2.4406042098999023 -1.7775719165802002 -0.25582581758499146 0.0006327287410385907 0.0 -1.259710261201515e-16 -26.561802003149626 -19.33013114503487 -1.9002693338629078 0.004742685070002567 0.0 1.2445238828659058 -1.3958929044059296 1.7597358862506312 -1.9773107967772425 -1.5630224386798304 2.7316737174987793 0.0 0.0 -0.0 -0.0 0.0 0.0 0.10092445462942123 -2.3837485313415527 -1.8532061576843262 -0.32519879937171936 -0.03548425808548927 -0.06134984642267227 -1.1510187617992716e-17 -2.4406042098999023 -1.7775719165802002 -0.25582581758499146 0.0006327287410385907 0.0 -0.046190488863235436 -0.5604598432630313 0.29618465311676334 3.097386034238344 0.1375723311894233 -0.015886742196350525 0.0 0.0 0.0 0.0 0.0 0.0 -0.04045242374616846 -0.20414108234657583 -1.4733105701043807 -0.0038747018892102774 -0.00346673401624486 -0.016355121914686372 -0.04619823473396135 -0.5604510399367445 0.2961862445414901 3.097390237530899 0.13754620449487018 -0.015873274244459668 0.0 0.0 0.0 0.0 0.0 0.0 0 30.75 31.25 31.0 35.0 37.75 38.75 0.421411 7 253 253 253 253 253 253 1 -0.1149216815829277 0.6703764796257019 -9.500192642211914 0.0 1.0 0.0 47.754947662353516 47.76032257080078 0.6713969111442566 47.427268981933594 47.39860534667969 47.41293716430664 47.39860534667969 47.455936431884766 47.39860534667969 0 1 0.00022530555725097656 0.0 0.0 0.0 0.0 0.0 0.0 -0.04619823473396135 -0.5604510399367445 0.2961862445414901 3.097390237530899 0.13754620449487018 -0.015873274244459668 0.0 0.0 -0.07442749226232014 0.0 0.0 0.0 -2.612650439751382 1.933013270792403 1.3478222265926671 0.5737198997513281 -0.46565747367038285 0.870489665112924 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 1.2445032596588135 -1.395912231211998 1.7597530523883265 -1.977302690545553 -1.5630148092852991 2.7316701412200928 -0.0304916193984104 -0.003954693827091571 0.025158270053566606 0.04146648274460962 0.015732702673693668 0.08704896651129253 0.0 0.0
159889.791 1.2445032596588135 -1.395912231211998 1.7597530523883265 -1.977302690545553 -1.5630148092852991 2.7316701412200928 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -2.0774159251562478e-18 -2.4406158924102783 -1.7775566577911377 -0.2558251619338989 0.0006340090767480433 0.0 -2.2735878044826393e-17 -26.56192808787433 -19.329965055887016 -1.9002645395164433 0.004752281977443793 0.0 1.244511604309082 -1.3959121418050309 1.759756867085592 -1.9773107967772425 -1.5630224386798304 2.7316737174987793 0.0 0.0 -0.0 -0.0 0.0 0.0 0.1040155217051506 -2.336852550506592 -1.8094521760940552 -0.31881195306777954 -0.0466093011200428 -0.0675719678401947 -2.0774159251562478e-18 -2.4406158924102783 -1.7775566577911377 -0.2558251619338989 0.0006340090767480433 0.0 -0.04619466885144883 -0.5604511625810916 0.29618524515806144 3.0973885956227143 0.13755332640557735 -0.015886264421415 0.0 -0.0 0.0 0.0 0.0 0.0 -0.3194515319793046 0.018310861718264855 -1.4374570896793113 -0.008243534215894846 -0.011153473109770232 -0.012153040498119865 -0.04619823473396135 -0.5604510399367445 0.2961862445414901 3.097390237530899 0.13754620449487018 -0.015873274244459668 0.0 0.0 0.0 0.0 0.0 0.0 0 30.75 31.25 31.0 35.0 37.75 38.75 0.4739 7 253 253 253 253 253 253 1 0.038307227194309235 0.6895301342010498 -9.423578262329102 0.0 1.0 0.0 47.745994567871094 47.745994567871094 0.6087331771850586 47.455936431884766 47.38426971435547 47.39860534667969 47.41293716430664 47.47026824951172 47.369937896728516 0 1 0.0001539289951324463 0.0 0.0 0.0 0.0 0.0 0.0 -0.04619823473396135 -0.5604510399367445 0.2961862445414901 3.097390237530899 0.13754620449487018 -0.015873274244459668 0.0 0.0 -0.07442749226232014 0.0 0.0 0.0 -2.612650439751382 1.933013270792403 1.3478222265926671 0.5737198997513281 -0.46565747367038285 0.870489665112924 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 1.2445032596588135 -1.395912231211998 1.7597530523883265 -1.977302690545553 -1.5630148092852991 2.7316701412200928 -0.0304916193984104 -0.003954693827091571 0.025158270053566606 0.04146648274460962 0.015732702673693668 0.08704896651129253 0.0 0.0
